Brand,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4050,16GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,4 - 4.9 lbs.,1075
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4050,32GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,4 - 4.9 lbs.,1249.99
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4050,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,4 - 4.9 lbs.,1339
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4050,32GB,15.6 Inches,1920 x 1080,2TB PCIe SSD,Windows 11 Home,4 - 4.9 lbs.,1279
HP,"Intel Celeron N4500 (up to 2.8 GHz burst frequency, 4 MB L3 cache, 2 cores, 2 threads)",Integrated: Intel® UHD Graphics,4 GB,"14"" diagonal, HD (1366 x 768), micro-edge, anti-glare, 250 nits, 45% NTSC",,"32 GB eMMC Memory: 4 GB LPDDR4-2400 MHz RAM (onboard) Graphics: Integrated: Intel® UHD Graphics Display: 14"" diagonal, HD (1366 x 768), micro-edge, anti-glare, 250 nits, 45% NTSC",,3.2400 lb,229.99
HP,Intel Core i7 16 GB,Intel Iris X Graphics,16 GB,13.5 Inches,1920 x 1200,1TB SSD,Windows 11 Home,None,1929
Lenovo,Intel Core i5-12500 vPro,Intel UHD Graphics 770,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro 64-bit,12.98 lbs,683
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,740
Lenovo,Intel Core i5-1035G1,Intel UHD Graphics,12GB,15.6 Inches,1366 x 768,256GB SSD,Windows 10 Home,None,568.79
Lenovo,Intel Core i7-8550U (2.8GHz),NVIDIA GeForce RTX 2060,32GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,2239
Lenovo,AMD Ryzen 7 7700X,NVIDIA GeForce RTX 3060,16 GB,5.25 Inches,1920 x 1080,1 TB,Windows 11 Home,lbs,1069.99
Lenovo,AMD Ryzen 5 7600,NVIDIA GeForce RTX 3050,16 GB,5.25 Inches,1920 x 1080,512 GB SSD,Windows 11 Home 64-bit,lbs,834.99
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,699.99
Lenovo,Intel Core i7-8550U,Intel UHD Graphics 620,8GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,2449
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,8GB,"17.3"" Full HD IPS Display",,256GB Solid State Drive,Windows 10,None,584.99
Lenovo,AMD Ryzen 5 PRO 5650U,AMD Radeon Graphics,256GB SSD,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,478.12
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,825
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,659
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,509.79
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,725
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,729.99
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,625
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,649.99
Lenovo,AMD Ryzen 7 7700,NVIDIA GeForce RTX 3060 Ti,16 GB,5.25 Inches,1920 x 1080,1 TB,Windows 11 Home,35.27 lbs,1124.99
Lenovo,Intel Core i5-1335U,Intel Iris Xe Graphics,16GB,16 Inches,1920 x 1200,512GB SSD,Windows 11 Home,None,1069
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,725
HP,Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core),Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,None,899.99
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,775
Lenovo,Intel Core i7-13700T vPro® Processor,Intel UHD Graphics 770,16 GB,13.3 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro 64-bit,lbs,964
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,799
HP,Intel Core i7-1065G7,Intel Iris Plus Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,775
HP,Intel Core i5-13420H,NVIDIA GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080,512GB PCIe NVMe M.2 Solid State Drive,Windows 11 Home,5 - 5.9 lbs.,759.99
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,725
XPG,Intel i7 13700H,GeForce RTX,16GB,15.6 Inches,1920 x 1080,1TB PCIe Gen4 SSD,Windows 11 (RTX 4070 8GB | 16GB RAM),None,1599.99
Acer,Qualcomm Kryo 468,Qualcomm Adreno 618,4GB,11.6 Inches,1366 x 768,32GB,Windows 10 Home,None,226.06
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,12GB,15.6 Inches,1920 x 1080,256GB PCIe NVMe M.2 SSD,Windows 11 Pro,None,725
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,725
Lenovo,Intel Core i3-1215U Processor,Intel UHD Graphics,8GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,3.42,449
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,789
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,789
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,64GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,None,992
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,64GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,899.99
Dell,Intel Core i7,Intel Iris Plus Graphics,16GB,16.0 Inches,1920 x 1080,512GB M.2 PCIe NVMe Solid State Drive,Windows 11,None,769.99
Lenovo,i9-12900HX,NVIDIA RTX,16GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,1705.72
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,None,925
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,899
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,799.99
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,725
Lenovo,Intel Core i3-1215U Processor,Intel UHD Graphics,8GB,14 Inches,1920 x 1200,256GB SSD,Windows 11 Home,3.42,415
Lenovo,Intel Core i5-1135G7 Processor,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.74,558.79
Lenovo,Intel Core i7-9750H (2.60GHz),NVIDIA RTX A4000,8GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,2076.97
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,36GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,None,729
Lenovo,Intel Core i7-13800H vPro® Processor,Intel HD Graphics,32 GB,16 Inches,2560 x 1600,1 TB,Windows 10 Home,None,2669
Lenovo,Intel Core i7-9750H (2.60GHz),NVIDIA RTX A4000,8GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,2076.97
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,36GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,None,729
Lenovo,Intel Core i7-13800H vPro® Processor,Intel HD Graphics,32 GB,16 Inches,2560 x 1600,1 TB,Windows 10 Home,None,2669
Lenovo,Intel Core i5-1135G7 Processor,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,596.79
Lenovo,Intel Core i5-1135G7 Processor,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3.74,687.7
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,849.99
ASUS,Intel Core i9-13980HX,NVIDIA GeForce RTX 4090,32GB DDR5,18 Inches,QHD 240Hz/3ms,2TB PCIe 4x4 RAID 0,Windows 11 Pro,6.83 lbs.,4299
Lenovo,Intel Quad-Core i5-1035G1 Processor,Intel UHD Graphics,12GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,558.79
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,12GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,571.79
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,572.79
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,12 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,None,414.79
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,725
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,64GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,949
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,64GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,None,999.99
MSI,Intel Core i7-13620H,NVIDIA GeForce RTX 4050,32GB DDR5,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,6 - 6.9 lbs.,1499.99
Lenovo,Intel Core i5-1135G7,Intel Iris Xe,12GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,568.99
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,None,899.99
ASUS,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3050 Ti,16GB,15.6 Inches,FHD Touch,1TB PCIe NVMe SSD,Windows 11 Pro,4.41 lbs.,1499
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB PCIe NVMe M.2 SSD,Windows 11 Home,None,720
Lenovo,Intel Core i5-1135G7 Processor,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,3.74,624.79
Lenovo,Intel Core i5-1135G7 Processor,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3.74,609.79
Lenovo,Intel Core i5-1135G7,Intel Iris Xe,12GB,15.6 Inches,1920x1080,512GB PCIe NVMe SSD,Windows 11 Home,None,599.99
HP,Intel Core i5-1240P (2.6GHz),Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1120.67
Lenovo,Intel Core i5-1155G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,3.64,587.79
HP,Intel Core i7-1355U,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,None,949.99
Lenovo,Intel Core i5-1135G7,Intel Iris Xe,12GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,557.99
HP,Intel Core i7 12th Generation,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080 (Full HD),512GB SSD,Windows 11 Home,None,711
Lenovo,Intel Core i5-1135G7,Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11,3 - 3.9 lbs.,587.79
Lenovo,Intel Core i5-1135G7,Intel Iris Xe,12GB,15.6 Inches,1920 x 1080,256GB PCIe SSD,Windows 10 Pro,None,563.79
Lenovo,Intel Core i5-1135G7,Intel UHD Graphics,20GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11,3 - 3.9 lbs.,617.79
Lenovo,Intel Core i5-1135G7 Processor,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,3.74,750.79
Lenovo,Intel Core i5-1135G7,Intel UHD Graphics,20GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11,3 - 3.9 lbs.,664.79
HP,Intel Core i3 1215U,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB SSD,Windows 11 Home,None,407
HP,AMD Ryzen 5 5625U,AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,4,616.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3070,16GB,15.6 Inches,1080p,512GB SSD,Windows 10,None,1239.99
Lenovo,Intel Core i7-1255U Processor,Intel Iris Xe Graphics,16GB,15.6 Inches,1920x1080,512GB SSD,Windows 10 Home,None,637.24
Lenovo,Intel Core i7-1255U,Intel Iris Xe,24GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Pro,None,1079.99
ASUS,Intel Core i7 12700H,NVIDIA GeForce RTX 4070,64GB,15.6 Inches,1920 x 1080,4TB SSD,Windows 11 Home,4 - 4.9 lbs.,1899.99
HP,Intel Core i7 13th Gen,Intel Iris Xe Graphics,32GB,14 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,3.2lb,2272.25
Lenovo,i7-1160G7,Intel Iris Xe,8GB,13.5 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1655.45
ASUS,Intel Core i7-12700H,"GeForce RTX 3060 6GB GDDR6 Dual (Integrated+Dedicated) Graphics, VR Ready",16GB,15.6 Inches,"4K Ultra HD (3840x2160) 60Hz Touchscreen OLED Display; 240W Power Supply, 8-Cell 92 WHr Battery; Celestial Blue Color,. 1TB PCIe NVMe SSD; 1 HDMI, 2 USB 3.2 Type-C Gen2, No Optical Drive, Headphone/Microphone Combo Jack., Windows 11 Home-64.,   Includes Microsoft 365 Personal 1 Year Subscription for 1 User(Microsoft 365 Personal | 12-Month Subscription, 1 person | Premium Office apps | 1TB OneDrive cloud storage | PC/Mac;Annual Subscription;Works on Windows, macOS, iOS, and Android), Authorized Dockztorm Portable USB Hub",,,None,1894.99
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,604.79
HP,Intel Core i7 13th Gen 1355U (1.70GHz),Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 (Full HD),1TB SSD,Windows 11 Pro,None,949.99
Lenovo,Intel Core i3-1215U Processor,Intel UHD Graphics,8GB,14 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,3.42,499
Lenovo,Intel Core i5-1155G7 Processor,Intel Iris Xe Graphics,12GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3 - 3.9 lbs.,592.79
Lenovo,Intel Core i3-1215U Processor,Intel UHD Graphics,8GB,14 Inches,1920 x 1200,2TB SSD,Windows 11 Pro,3.42,549
Lenovo,Intel Core i3-1215U Processor,Intel UHD Graphics,8GB,14 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,3.42,415
HP,Intel Core i7-1260P 12-Cores Processor,Intel Iris Xe Graphics,16GB DDR4,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,4 - 4.9 lbs.,939
Lenovo,11th Gen Intel Core 4-Cores i5-1135G7 Processor(Beats i7-1065G7),Iris Xe Graphics,20GB DDR4,15.6'' Full HD IPS (1920x1080) Touchscreen 10-point multitouch display,,,,3 - 3.9 lbs.,614.79
Lenovo,Intel Core i5-1035G1 Processor,Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,4,560
Lenovo,Intel Core i7-13800H vPro® Processor,Intel® HD Graphics,32GB,16 Inches,3840 x 2400,1TB SSD,Windows 10 Home,None,2899
ASUS,AMD Ryzen 7 6800H,GeForce RTX 3060,16GB DDR5,15.6 Inches,1920 x 1080,512GB PCIe NVMe M.2 SSD,Windows 11 Home,4.85 lbs.,1397.99
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.75,720
MSI,Intel Core i7-12700H (Up to 4.70 GHz),NVIDIA GeForce RTX 3060,16GB,17.3 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Home,6.17 lbs.,1199
ASUS,Intel Core i7-12700H,NVIDIA GeForce RTX 4070,32GB DDR4,"15.6"" FHD 144Hz Display",1920x1080,1024GB SSD,Windows 11 Home,None,1399.99
HP,Intel Core i7-8550U,Intel UHD Graphics 620,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,875
Lenovo,AMD Ryzen 9 PRO 7940HS,AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,1TB SSD,Windows 10 Home,4.85 lbs,1779
MSI,Intel Core i7-13620H,NVIDIA GeForce RTX 4060,16GB DDR5,15.6 Inches,2560 x 1440,1TB SSD,Windows 11 Home,5 - 5.9 lbs.,1399.99
Lenovo,AMD Ryzen 7 PRO 6850U Octa-core (8 Core) 2.70 GHz,AMD Radeon Graphics,16 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,None,1499
Microsoft,Intel Core i7,NVIDIA GeForce RTX 4050,32GB,14.4 Inches,1920 x 1080,1TB SSD,Windows 10 Home,4.37 lbs.,2499.99
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,24GB,15.6 Inches,1920 x 1080,1024GB SSD,Windows 11 Home,None,499.99
Microsoft,Intel Core i7-11370H,NVIDIA GeForce RTX 3050 Ti,16GB,14.4 Inches,2400 x 1600 PixelSense Display @ up to 120Hz,512GB SSD,Windows 11 Home,4.00 lbs.,2499.99
Lenovo,Intel Core i3-8130U,Intel UHD Graphics 620,4GB,15.6 Inches,1920 x 1080,64GB eMMC Flash Memory,Google Chrome OS,None,299.99
Dell,Intel Core i5-1135G7,Intel Iris Xe Graphics,12GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,475
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,3 - 3.9 lbs.,725
Lenovo,MediaTek Kompanio 520,ARM,4GB,14 Inches,1920 x 1080,64GB eMMC,Chrome OS,2 - 2.9 lbs.,219.99
Acer,Celeron 8G 32G CRM OS,Intel HD Graphics,8GB,11.6 Inches,1366 x 768,32GB SSD,Windows 10 Home,None,279
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,256GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,498.76
HP,Intel Core i7-1260P 12-Cores Processor,Intel Iris Xe Graphics,16GB DDR4,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11,4 - 4.9 lbs.,899.99
Acer,AMD Ryzen 3 3200U,AMD Radeon Graphics,16GB,15.6 Inches,1920 x 1080,256GB NVMe SSD + 1TB HDD,Windows 10 Pro,3 - 3.9 lbs.,522.79
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Home,3 - 3.9 lbs.,524.78
Lenovo,"Intel Core i5-1035G1 (1.0 GHz base frequency, up to 3.6 GHz with Intel Turbo Boost Technology, 6 MB cache, 8 Threads)",Intel UHD Graphics,12GB DDR4,15.6 Inches,1366 x 768,256GB SSD,Windows 10 Home,None,599.88
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,None,506.79
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,12GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,3 - 3.9 lbs.,725
Lenovo,Intel Core i5-6300U 2.4Ghz,NVIDIA GeForce RTX 3050 Ti,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,317
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3.75,835
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,12GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3.75,789
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,4,498.99
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,1TB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,578.79
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,3 - 3.9 lbs.,599.79
Dell,Intel Core i5-1135G7,Intel HD Graphics 620,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,475
Alienware,Intel 13th Gen i7-13700HX,GeForce RTX 4070,16GB DDR5,16 Inches,2560 x 1600,2TB PCIe 4.0,Windows 11 Pro,None,1789.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,4,727.79
HP,Intel Core i5-1145G7,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 10 Home,None,849.99
ASUS,Intel Core i7 12700H,NVIDIA GeForce RTX 4070,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,4 - 4.9 lbs.,1599.99
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3.75,750
ASUS,AMD Ryzen 7 5800HS,NVIDIA GeForce RTX 3060,24GB,14 Inches,1920 x 1080,1TB SSD,Windows 11 Home,3 - 3.9 lbs.,1363
HP,Intel Celeron N4120,Intel UHD Graphics 600,4GB,14.0 Inches,1366 x 768,64GB eMMC,Windows 11 Home,None,239.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,4,623.79
Dell,Intel Core i7-1255U Processor,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB PCIe NVMe M.2 SSD,Windows 11 Pro,None,935
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.74,582
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,17.3 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,5 - 5.9 lbs.,688.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 10 Pro,4,723.79
Acer,Intel Core i5 11th Gen i5-1135G7,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,None,675.42
HP,AMD Ryzen 7 7730U,AMD Radeon Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3.86 lbs.,1079
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,4,524.79
HP,11th Generation Intel Core i5-1135G7 Quad-core processor which delivers instant responsiveness and best-in-class connectivity.  ,,,,,,,4 - 4.9 lbs.,638.79
HP,Intel Celeron N4120,Intel UHD Graphics 600,4 GB,14 Inches,1366 x 768,64 GB eMMC,Chrome OS,None,374
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 10 Pro,4,729
ASUS,Intel Core i7 12700H,NVIDIA GeForce RTX 4070,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,4 - 4.9 lbs.,1669.99
ASUS,Intel Core i7 12700H,NVIDIA GeForce RTX 4070,64GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,4 - 4.9 lbs.,1699.99
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,5 - 5.9 lbs.,698.99
HP,Intel Core i7-1260P 12-Cores Processor,Intel Iris Xe Graphics,16GB DDR4,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11,4 - 4.9 lbs.,949.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,4,594.79
HP,11th Generation Intel Core i5-1135G7 Quad-core processor which delivers instant responsiveness and best-in-class connectivity.  ,,,,,,,4 - 4.9 lbs.,668.79
ASUS,Intel Core i7 12700H,NVIDIA GeForce RTX 4070,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,4 - 4.9 lbs.,1539.99
ASUS,Intel Core i7 12700H,NVIDIA GeForce RTX 4070,64GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,4 - 4.9 lbs.,1769.99
DELL,Intel Core i5 11th Gen 1135G7 (2.40GHz),Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1080,512 GB PCIe SSD,Windows 10 Pro 64-bit,None,749.99
Asus,Intel Pentium Silver N6000 Quad-core (4 Core) 1.10 GHz,Intel UHD Graphics,4 GB,14 Inches,1920 x 1080,128 GB Flash Memory,Windows 11 Home,None,478.01
HP,Intel Core i5-1335U (13th Gen),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,1329
Dell,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,749
MSI,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,64GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,4 - 4.9 lbs.,1539.99
HP,Intel Core i5-10210U,Intel UHD Graphics,16GB,14 Inches,1920 x 1080,256GB PCIe SSD,Windows 10 Pro 64-bit,2.90 lbs.,563
Dell,AMD Ryzen 7 5825U (8-core) Processor,  AMD Radeon Graphics,32GB,"15.6"" Touchscreen Anti-Glare LED Backlight WVA FHD(1920 x 1080) Display   Memory and Storage: 32GB DDR4 3200MHz RAM; 512B PCIe NVMe M.2 Solid State Drive Operation System: Windows 11 Pro Feature: NVIDIA GeForce MX550, 2GB; Stereo Speakers with MaxxAudio Pro; Mediatek Wi-Fi 6 (2x2) Gig+ and Bluetooth 5.2; Widescreen FHD 1080p Webcam; Fingerprint Reader",,,,None,989
