Brand,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3070,32GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1609.99
MSI,Intel Core i7-9750H,NVIDIA GeForce RTX 2060,16GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1279.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,32GB,15.6 Inches,1920 x 1080,4TB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1699.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,64GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1414.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,32GB,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1414.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1344.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1184.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,64GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,4 - 4.9 lbs.,1469.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080,4TB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1634.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,64GB,15.6 Inches,1920 x 1080,4TB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1864.99
Microsoft,AMD Ryzen 7 4980U,AMD Radeon Graphics,8GB,15 Inches,2496 x 1664 PixelSense Touchscreen,512GB Solid State Drive,Windows 11,None,979.99
MSI,Intel Core i7 11th Gen 11800H (2.30GHz),NVIDIA GeForce RTX 3060,16GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,512 GB NVMe SSD,Windows 10 Home,4.63 lbs.,1099.99
HP,"Intel Core i5-1235U (up to 4.4 GHz, 12 MB L3 cache, 10 cores, 12 threads)",Intel Iris Xe Graphics,8GB,"17.3"" diagonal, HD+ (1600 x 900), BrightView, 250 nits Display.",1600 x 900,512GB SSD,Windows 11 Home,None,599.79
ASUS,Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - Star Black,Intel Graphics Memory Technology: DDR4 SDRAM,48 GB,14 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,993.75
ASUS,AMD Ryzen 9 5900HX,NVIDIA RTX 3080,32GB,15.6 Inches,2560 x 1440,1TB SSD,Windows 10 Pro,None,2899
HP,Intel Core i5-1135G7,Intel Iris Xe,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,1234
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1114
HP,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 2050,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,5 - 5.9 lbs.,640
HP,Intel Core i3-1115G4,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11,None,509
Asus,Intel Core i7-10870H,NVIDIA GeForce RTX 2060,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,999.99
Microsoft,AMD Ryzen 7 4980U,AMD Radeon Graphics,16GB,15.6 Inches,2496 x 1664 PixelSense Touchscreen,512GB Solid State Drive,Windows 11 Home,None,799
MSI,Intel Core i9-13900H,GeForce RTX 4090,64GB DDR5 5200MHz,17.3 Inches,2K Quad HD (2560x1440) 240Hz Refresh Rate,2x4TB PCIe NVMe SSD (8TB available storage),Windows 11 Pro-64,None,5889.99
HP,Intel Core i7-1195G7,Intel Iris Xe,16GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1259
Acer,Intel Core i3 8th Gen 8130U (2.20 GHz) ,Intel UHD Graphics 620,4 GB,13.5 Inches,2256 x 1504,128 GB SSD,Chrome OS,None,784.78
MSI,Intel 4-Core i5-9300H (>i7-7700HQ),  NVIDIA GeForce GTX 1650 Max-Q,4GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 10,None,769.79
ASUS,AMD Ryzen 7 5700U,  NVIDIA MX450,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,764.99
MSI,Intel Core i5-10500H,RTX 3050,16GB,15.6 Inches,1920x1080,512GB PCIe SSD,Windows 11 Home,5 - 5.9 lbs.,769.79
HP,AMD Ryzen 7 5825U,AMD Radeon Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,749.99
HP,AMD Ryzen 7 5700U,AMD Radeon Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,699.99
Lenovo,Intel Core i5 11th Gen 1135G7 (2.40GHz),Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,256GB PCIe SSD,Windows 10 Home,3.64 lbs.,559.69
ASUS,AMD Ryzen 7 5700U,NVIDIA MX450,8GB,15.6 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 11 Pro,None,841
MSI,Intel Core i5-10500H,Nvidia RTX 3050,8GB,15.6 Inches,1920 x 1080,1TB HDD,Windows 10 Home,None,776.79
Lenovo,Intel Core i3,Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,3 - 3.9 lbs.,439.79
Lenovo,Intel Core i5-1335U,Intel Iris Xe Graphics,8GB,14.0 Inches,2240 x 1440,1TB SSD,Windows 11 Home,None,869.99
HP,Intel Core i7-1355U,Intel Iris Xe,16GB,13.5 Inches,1920x1280,512GB SSD,Windows 11 Home,None,1409.99
MSI,Intel Core i9-13980HX,GeForce RTX 4080,64GB DDR5,17.3 Inches,4K UHD (3840x2160),2TB SSD,Windows 11 Pro,None,5009.99
HP,Intel i7-1355U,Intel Iris Xe,16GB,13.5 Inches,1920x1280,512GB PCIe NVMe SSD,Windows 11 Pro,None,1534.99
ASUS,MediaTek Helio 520, ,4GB,14 Inches,1366 x 768,64GB eMMC,Chrome OS,None,262.99
ASUS,Intel Core i3-1220P,Intel UHD Graphics,8GB,17.3 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,409.99
HP,Intel Core i7-13700H,Intel Iris Xe,16GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1314.99
HP,Intel Core i7-1165G7,Intel Iris Xe,16GB,14.0 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,1314.99
Lenovo,Intel Core i5-1335U,Intel HD Graphics 620,8GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,679.99
Dell,AMD Ryzen 7 5825U,  NVIDIA GeForce MX550,64GB DDR4 3200MHz,15.6-inch FHD (1920 x 1080) Anti-Glare LED Backlight Touch Narrow Border WVA Display,,64GB DDR4 3200MHz; 2TB M.2 PCIe NVMe Solid State Drive; 1TB HDD,,None,1365
MSI,Intel Core i5-10500H,RTX 3050,16GB,15.6 Inches,1920x1080,1TB PCIe SSD,Windows 10 Home,5 - 5.9 lbs.,836.79
MSI,Intel Core i5-10500H,RTX 3050,16GB,15.6 Inches,1920x1080,512GB PCIe SSD,Windows 10 Home,5 - 5.9 lbs.,818.79
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16 GB,14.0 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,2.83 lbs,1299.99
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB SSD,Windows 10 Home,None,399.79
Asus,"Intel Core i3-1005G1 Processor (Dual-Core, 1.2GHz, 4MB Cache)",Intel UHD Graphics,4GB,15.6 Inches,1920 x 1080,128GB PCIe SSD,Windows 10 Home,None,466.99
HP,Intel Core i5-1135G7,Intel Iris Xe,16GB,14.0 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,1384
Lenovo,Intel Core i7-1260P,Nvidia T550,16GB,16 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,1714.99
ASUS,AMD Ryzen 7 5700U,NVIDIA MX450,8GB,15.6 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 11 Pro,None,1029.99
ASUS,AMD Ryzen 9 7945HX3D,NVIDIA GeForce RTX 4090,16GB,17.3 Inches,2560 x 1440,2TB PCIe NVMe SSD,Windows 10 Pro,None,3749.99
HP,Intel Core i7-1260P,Intel Iris Xe,32GB,17.3 Inches,4K Ultra HD (3840x2160),512GB PCIe NVMe SSD,Windows 11 Home,None,1505
ASUS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3050,16GB,17.3 Inches,2560 x 1440,512GB PCIe NVMe SSD,Windows 11 Home,None,1464.99
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,1429
HP,Intel Core i5-10210U,Intel UHD Graphics,16GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,1429
HP,Intel Core i7-13700H,Intel Iris Xe,16GB,16 Inches,3K+,2TB PCIe SSD,Windows 11 Pro,None,1849.99
Lenovo,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,14.0 Inches,1920x1200,512GB PCIe NVMe SSD,Windows 10 Pro,None,1149.99
Samsung,Intel Celeron N4000 (1.10 GHz),Intel UHD Graphics 600,4 GB,15.6 Inches,1920 x 1080,64 GB eMMC SSD,Chrome OS,None,286.99
Lenovo,AMD Ryzen 5 PRO 6650U,AMD Radeon 660M,16 GB,14 Inches,1920 x 1200,256 GB SSD,Windows 11 Pro,3.06 lb,1352.04
HP,Intel Core i5-1335U,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,889
HP,Intel Core i7-13700H,Intel Iris Xe,16GB,16 Inches,3K+ (3072x1920),512GB PCIe NVMe SSD,Windows 11 Home,None,1564.99
HP,Intel Core i7-1165G7,Intel Iris Xe,8GB,17.3 Inches,1600x900,2TB HDD,Windows 11 Home,None,1134
Acer,Intel i5-1335U,Intel Iris Xe,16GB,17.3 Inches,1920x1080,1TB PCIe NVMe SSD,Windows 11 Home,None,924.99
Lenovo,AMD Ryzen 7 5700U,AMD Radeon,16GB,14.0 Inches,1920 x 1200,512GB SSD,Windows 11 Home,None,914.99
MSI,Intel Core i5 8th Gen 8300H (2.30GHz),NVIDIA GeForce GTX 1650,8GB,15.6 Inches,1920 x 1080 IPS-Level 60 Hz,256GB NVMe SSD,Windows 10 Home,4.10 lbs.,820.99
ASUS,Intel Celeron N,Intel HD Graphics,4GB,14 Inches,1366 x 768,64GB SSD,Chrome OS,None,353.78
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16 GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,759
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8 GB,13.3 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,None,719
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon PRO,32GB,16 Inches,1920 x 1200,1TB PCIe SSD,Windows 10 Pro,None,1239.99
MSI,Intel Core i7 11th Gen 11800H (2.30GHz),NVIDIA GeForce RTX 3070,16GB,17.3 Inches,4K,1TB NVMe SSD,Windows 10 Pro 64-bit,5.40 lbs.,1799.99
MSI,Intel Core i5 11th Gen 1135G7 (2.40 GHz),Intel Iris Xe Graphics,16 GB,13.4 Inches,,512 GB SSD,Windows 10 Home,2.98 lbs.,1052.99
Lenovo,AMD Ryzen 7 5700U,AMD Radeon,16GB,14.0 Inches,2240x1400,1TB PCIe SSD,Windows 11 Home,None,899.99
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon PRO,32GB,16.0 Inches,1920 x 1200,512GB PCIe NVMe SSD,Windows 10 Pro,None,1094.99
Lenovo,AMD Ryzen 5 PRO 4650U,AMD Radeon,16GB,15.6 Inches,1920 x 1080,256GB PCIe SSD,Windows 10 Pro,None,1069
Lenovo,AMD Ryzen 5 PRO 6650U,AMD Radeon,16GB,14.0 Inches,1920 x 1200,256GB PCIe NVMe SSD,Windows 10 Pro,None,954
Lenovo,AMD Ryzen 7 5700U,AMD Radeon,16GB,14.0 Inches,2240x1400,1TB PCIe NVMe SSD,Windows 10 Pro,None,1179.99
Lenovo,Intel Core i5-10210U,Intel HD Graphics,12GB,15.6 Inches,1920 x 1080,128GB SSD,Windows 10 Pro,5 - 5.9 lbs.,678.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,12GB,14 Inches,1920 x 1080,256GB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,569.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,12GB,14 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,599.99
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,1119
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,None,839
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,None,749
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16 GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,729
Lenovo,Intel Core i7-1185G7 vPro,Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,1149.99
Lenovo,Intel Core i7-1165G7,Intel Iris Xe,16 GB,14 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,2.83 lbs,1499.99
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,None,1149
ASUS,Intel Core i3-1220P Processor,Intel UHD Graphics,16GB,17.3 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,469.99
Lenovo,Intel Core i5-1035G1 Quad Core Processor,Intel HD Graphics,8GB,14.0 Inches,1920 x 1080,256GB NVMe M.2 Solid State Drive,Windows 11 Home,None,529.79
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,1069
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11,None,999
Lenovo,AMD Ryzen 5 Pro 5650U,AMD Radeon,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,1014.99
Lenovo,AMD Ryzen 5 PRO 6650U,AMD Radeon,16GB,14.0 Inches,1920 x 1200,256GB SSD,Windows 10 Pro,None,1034
Lenovo,AMD Ryzen 5 5600U,AMD Radeon,8GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,870
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,8GB,16 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,1064.99
Lenovo,AMD Ryzen 7 5700U,AMD Radeon,16GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,749.99
Lenovo,AMD Ryzen 5 5600U,AMD Radeon,8GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,865
Lenovo,AMD Ryzen 7 PRO 4750U,AMD Radeon PRO,16GB,14.0 Inches,1920 x 1080,512GB PCIe NVMe SSD,Windows 10 Pro,None,904.99
Lenovo,AMD Ryzen 5 PRO 6650U,AMD Radeon,16GB,14.0 Inches,1920 x 1200,256GB SSD,Windows 10 Pro,None,869
Lenovo,AMD Ryzen 5 5600U,AMD Radeon,8GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,790
Lenovo,AMD Ryzen 7 5700U,AMD Radeon,16GB,14.0 Inches,2240x1400,512GB SSD,Windows 11 Home,None,834.99
Lenovo,AMD Ryzen 5 Pro 5650U,AMD Radeon PRO,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,894.99
Lenovo,AMD Ryzen 7 5700U,AMD Radeon,16GB,14.0 Inches,1920 x 1080,512GB PCIe NVMe SSD,Windows 11 Home,None,994
Lenovo,AMD Ryzen 7 5700U,AMD Radeon,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1074
Lenovo,AMD Ryzen 7 5700U,AMD Radeon,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,909
Lenovo,AMD Ryzen 5 5600U,AMD Radeon,8GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,705
Lenovo,AMD Ryzen 7 5825U,AMD Radeon,24GB,15.6 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 10 Pro,None,1049
Lenovo,AMD Ryzen 7 PRO 4750U,AMD Radeon PRO,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,984.99
Lenovo,Intel Core i5-10210U,Intel HD Graphics,12GB,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,5 - 5.9 lbs.,898.99
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,8GB,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,5 - 5.9 lbs.,858.99
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,20GB,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,5 - 5.9 lbs.,898.99
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,999.99
Lenovo,AMD Ryzen 5 PRO 4650U,AMD Radeon,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,1114
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,1119
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,12GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,3 - 3.9 lbs.,659.99
ASUS,AMD Ryzen 9 5900HS,GeForce RTX 3050 Ti,16GB,14.0 Inches,2560 x 1440,1TB SSD,Windows 10 Home,None,1414
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,None,839
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,979
HP,Intel Core i5-1335U,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,None,839
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,779
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16 GB,13.3 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,None,779
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,None,809
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,None,819
HP,Intel Core i7-13700H,Intel Iris Xe,16GB,16 Inches,3K+ (3072x1920),512GB SSD,Windows 11 Home,None,1639.99
Lenovo,Intel Core i7-1185G7 vPro® Processor,Intel Iris Xe Graphics,16 GB,14.0 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,2.95 lbs,1499.99
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon PRO,32GB,16.0 Inches,1920 x 1200,512GB PCIe NVMe SSD,Windows 11 Pro,None,1174.99
ASUS,Intel Core i5-1235U,Intel Iris X Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,521.99
ASUS,Intel Core i5-1035G1,Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10,None,439.99
Acer,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,16GB DDR5,15.6 Inches,1920x1080,1TB SSD,Windows 11 Home,None,1596
Acer,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,16GB DDR5,15.6 Inches,1920x1080,512GB SSD,Windows 11 Home,None,1449
Lenovo,Intel Core i5-11300H,NVIDIA GeForce GTX 1650,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,799.99
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,12GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10,None,559.79
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,8GB,15.6 Inches,1366 x 768,512GB SSD,Windows 10 Home,3 - 3.9 lbs.,559.79
Lenovo,Intel Core i5-1035G1,Intel UHD Graphics,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,555
Lenovo,Intel Core i5-10210U,Intel HD Graphics,8GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10,None,489.79
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,629.69
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,1049
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11,None,1089
HP,Intel Core i3-1115G4,Intel UHD Graphics 720p HD Camera,12GB,17.3 Inches,1600x900p,512GB SSD,Windows 11 Home,None,599.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,749.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,12GB,14 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,599.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics 620,20GB,14 Inches,1920 x 1080,1TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,699.99
ASUS,Intel Core i7-12700H,GeForce RTX 3060,16GB,15.6 Inches,4K Ultra HD (3840x2160),1TB PCIe NVMe SSD,Windows 11 Home,None,1974.99
ASUS,Intel Core i5-1130G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,256GB PCIe NVMe M.2 SSD,Chrome OS,None,836.28
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,799
HP,Intel Core i5-1335U,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,799
HP,Intel Core i5-1335U,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,889
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,889
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11,None,1149
Lenovo,Intel Core i7-1165G7,Intel UHD Graphics,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,839
HP,Intel Core i5-10210U,Intel UHD Graphics,16GB,14.0 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,1779
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,579.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics 620,20GB,14 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,799.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,12GB,14 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,769.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,12GB,14 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,769.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,256GB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,549.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,579.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,3 - 3.9 lbs.,639.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics 620,20GB,14 Inches,1920 x 1080,1TB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,699.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,12GB,14 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3 - 3.9 lbs.,659.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics 620,20GB,14 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,639.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,12GB,14 Inches,1920 x 1080,256GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,569.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,749.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics 620,20GB,14 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,639.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3 - 3.9 lbs.,639.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics 620,20GB,14 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,799.99
ASUS,AMD Ryzen 7 5800HS,GeForce RTX 3060,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,999.99
TOPSELLER,AMD Ryzen 7 PRO 5850U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Pro 64-bit,None,929.99
Lenovo,"Intel Core i5-10210U Processor (4-Core, Up to 4.2 GHz)",Intel UHD Graphics,20GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,4 - 4.9 lbs.,619.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,859
ASUS,AMD Ryzen 9 5900HX,GeForce RTX 3050 Ti,16GB,15.6 Inches,1920 x 1080,2TB PCIe SSD,Windows 11 Pro,None,1559.99
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,None,929
HP,Intel Core i5-1335U,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,849
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,889
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 10 Pro,None,929
