Brand,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
Lenovo,Intel Core i7 1265U (1.8GHz),Intel Iris Xe Graphics,16 GB,13.3 Inches,1920 x 1200,256 GB SSD,Windows 10 Pro 64-bit,,1556.99
Microsoft,AMD Ryzen 5 4000 Series 4680U (2.20GHz),AMD Radeon Graphics,8 GB,13.5 Inches,2256 x 1504,256 GB SSD,Windows 10 Pro 64-bit,2.79 lbs.,729.99
Microsoft,Intel Core i5 11th Gen 1135G7 (2.40GHz),Intel Iris Xe Graphics,16GB,13.5 Inches,2256 x 1504,512 GB SSD,Windows 10 Pro,,979.0
Microsoft,Intel Core i5 11th Gen 1145G7 (2.60GHz),Intel Iris Xe Graphics,8 GB,13.5 Inches,2256 x 1504,512 GB SSD,Windows 10 Pro 64-bit,2.79 lbs.,1381.99
Microsoft,Intel Core i5 11th Gen 1145G7 (2.60GHz),Intel Iris Xe Graphics,16 GB,13.5 Inches,2256 x 1504,512 GB SSD,Windows 10 Pro 64-bit,2.84 lbs.,979.0
Microsoft,Intel Core i5 12th Gen 1235U (1.30GHz) ,Intel Iris Xe Graphics ,8GB,13.5 Inches,2256 x 1504,256GB SSD,Windows 11 Home,2.80 lbs.,799.99
Microsoft,Intel Core i7 12th Gen 1255U (1.70GHz) ,Intel Iris Xe Graphics ,16GB,15.6 Inches ,1920x1080,512GB SSD,Windows 11 Home ,3.44 lbs.,1299.99
Microsoft,Intel Core i7 12th Gen 1255U (1.70GHz) ,Intel Iris Xe Graphics ,16GB,15.6 Inches ,1920x1080,512GB SSD,Windows 11 Home ,3.44 lbs.,1299.99
Microsoft,Intel Core i5,Intel Iris Xe Graphics,16GB,13.5 Inches,2256 x 1504,512 GB SSD,Windows 11,2.86 lb,1299.99
Intel,Intel Core i7-7700HQ,Intel HD Graphics 620,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,,179.99
DELL,Intel Core i7 13th Gen 2.10GHz,NVIDIA Quadro RTX 4000,32GB,17.0 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,6.73 lb,3514.99
DELL,Intel Core i7 20-Core (13th Gen),NVIDIA RTX 3500,32GB,17.0 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,6.73 lb,3592.26
Dell,Intel Core i5 13th Gen,Intel Iris Xe Graphics,8GB,13.3 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,2.75 lbs.,789.81
Dell,Intel Core i5 13th Gen,Intel HD Graphics 620,8GB,14 Inches,1360 x 768,256 GB SSD,Windows 11 Pro,3.42 lbs.,730.54
Dell,Intel Core i5 13th Gen,Intel HD Graphics 620,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.42 lbs.,1024.21
Dell,Intel Core i5 13th Gen,Intel HD Graphics 620,16GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,3.99 lbs.,759.99
DELL,Intel Core i3 13th Generation,Intel UHD Graphics,8GB,14 Inches,1366 x 768,256 GB SSD,Windows 11 Pro,3.42 lbs,718.56
DELL,Intel Core i7 13th Gen,Intel UHD Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.42 lbs,1060.54
DELL,Intel Core i5 13th Gen,Intel UHD Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.42 lbs,936.44
DELL,Intel Core i5 13th Gen,Intel UHD Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.42 lbs,900.75
DELL,Intel Core i5 13th Gen,Intel Integrated Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.56 lbs,1134.21
DELL,Intel Core i5 13th Gen,Intel Integrated Graphics,16GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.56 lbs,1209.14
DELL,Intel Core i5 13th Gen,Intel Integrated Graphics,16GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.56 lbs,1048.01
DELL,Intel Core i5 13th Gen,Intel Integrated Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.56 lbs,1240.47
DELL,Intel Core i5 13th Gen,Intel Integrated Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.56 lbs,1103.54
DELL,Intel Core i7 13th Gen,Intel Integrated Graphics,16GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.56 lbs,1384.73
DELL,Intel Core i7 13th Gen,Intel Integrated Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.56 lbs,1561.54
DELL,Intel Core i5 13th Gen,Intel Integrated Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.56 lbs,1231.13
DELL,Intel Core i7 13th Gen,Intel Integrated Graphics,16GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.56 lbs,1505.95
DELL,Intel Core i7 13th Gen,Intel Integrated Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.56 lbs,1359.15
DELL,Intel Core i5 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,2.91 lbs,1844.54
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,2.91 lbs,1117.48
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,2.91 lbs,1902.21
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,2.91 lbs,1896.41
DELL,Intel Core i5 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,2.91 lbs,1636.54
DELL,Intel Core i3 13th Gen,Intel HD Graphics,8GB,15.6 Inches,1366 x 768,256 GB SSD,Windows 11 Pro,3.99 lbs.,724.87
DELL,Intel Core i3 13th Gen,Intel HD Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.99 lbs.,918.35
DELL,Intel Core i5 13th Gen,Intel HD Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.06,963.6
DELL,Intel Core i5 13th Gen,Intel HD Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.06,1164.99
DELL,Intel Core i5 13th Gen,Intel HD Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.06,1069.22
DELL,Intel Core i5 13th Gen,Intel HD Graphics,16GB,14 Inches,1920x1080,256GB SSD,Windows 11 Pro,3.06,1300.92
DELL,Intel Core i5 13th Gen,Intel HD Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.06,1180.8
DELL,Intel Core i5 13th Gen,Intel HD Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.06,1202.54
DELL,Intel Core i5 13th Gen,Intel HD Graphics,16GB,14 Inches,1920x1080,256GB SSD,Windows 11 Pro,3.06,1378.21
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920x1080,256GB SSD,Windows 11 Pro,3.06,1237.5
DELL,Intel Core i5 13th Gen,Intel HD Graphics,16GB,14 Inches,1920x1080,256GB SSD,Windows 11 Pro,3.06,1339.54
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920x1080,512GB SSD,Windows 11 Pro,3.06,1244.54
DELL,Intel Core i7 13th Gen,Intel Iris Plus Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.06,1605.54
DELL,Intel Core i7 13th Gen,Intel Iris Plus Graphics,16GB,14 Inches,1920x1080,512GB SSD,Windows 11 Pro,3.06,1638.2
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,16 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,4.05,1618.16
DELL,Intel Core i5 13th Gen,Intel Iris Xe Graphics,16GB,16 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,4.05,1659.54
DELL,Intel Core i5 13th Gen,Intel Iris Xe Graphics,16GB,16 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,4.05,1432.83
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,16 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,4.05,1721.99
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,14.0 Inches,2560 x 1600,512GB SSD,Windows 11 Pro,2.33 lbs,2002.21
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,2.33 lbs,2116.21
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,32GB,14.0 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,2.33 lbs,2120.67
DELL,Intel Core i5 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,2.33 lbs,1673.21
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,,1945.82
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,,1908.54
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,,1890.28
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,,1782.53
DELL,Intel Core i5 13th Gen,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,,1592.54
DELL,Intel Core i3 8GB,Intel Iris Xe Graphics,8GB,13.3 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,2.75 lbs,774.07
DELL,Intel Core i5 13th Gen,Intel Iris Xe Graphics,8GB,13.3 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,2.97 lbs,1017.04
DELL,Intel Core i5 13th Gen,Intel Integrated Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.06 lbs,1176.54
Dell,Intel Core i9 13th Gen 2.20GHz,NVIDIA RTX 4000,64GB,16 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,5.73 lbs,4804.99
Lenovo,Intel Core i7 1255U (1.7 GHz),Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro 64-bit,,1220.99
Lenovo,AMD Ryzen 7 Pro 6850U,AMD Radeon Graphics,16 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 10 Pro 64-bit (downgrade from Windows 11 Pro) + Windows 11 Pro License,,1263.03
Lenovo,AMD Ryzen 7 Pro 6850H,AMD Radeon Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Pro 64-bit,,1451.88
Lenovo,AMD Ryzen 5 7520U (4.80 GHz),AMD Radeon 610M,8GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,3 - 3.9 lbs.,488.99
Lenovo,Intel Core i3 i3-N305 (1.80 GHz) ,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,3.42 lb,378.27
HP,Intel Core i5 10-Core (12th Gen),Intel Iris Xe Graphics,16GB,13.5 Inches,1920 x 1280,256GB PCIe NVMe SSD,Windows 11 Pro,,927.59
HP,Intel Core i5 10-Core (12th Gen),Intel Iris Xe Graphics,16GB,13.5 Inches,1920 x 1280,256GB PCIe NVMe SSD,Windows 11 Pro,,941.03
HP,AMD Ryzen 7 7730U Octa-core (8 Core),AMD Radeon Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,3.04 lb,877.48
HP,AMD Ryzen 5 7530U,AMD Radeon Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.04 lb,599.99
HP,AMD Ryzen 5 7530U,AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.84 lb,682.06
HP,AMD Ryzen 7 7730U,AMD Radeon Graphics,16GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Professional 64-bit,3.9 lbs.,1161.99
HP,Intel i7-1360P (3.1GHz),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,,1360.65
HP,Intel Core i7 10-Core (13th Gen),NVIDIA T550,16GB,16 Inches,1920 x 1200,512GB PCIe SSD,Windows 11 Pro,,1410.04
HP,Intel Core i7 10-Core (13th Gen),NVIDIA T550,32GB,16 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,,2179.99
HP,Intel Core i7 10-Core (13th Gen),NVIDIA T550,16GB,16 Inches,1920 x 1200,512GB PCIe SSD,Windows 11 Pro,,2129.0
HP,Intel Core i5-1335U (13th Gen),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,,1675.99
HP,Intel Core i7 12-Core (13th Gen),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,512GB PCIe SSD,Windows 11 Pro (64-Bit),3.2lb,1815.55
HP,Intel Core i5 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,3.2lb,1714.99
HP,Intel Core i7 10-Core (13th Gen),NVIDIA RTX A500,16GB,14 Inches,1920 x 1200,512GB PCIe SSD,Windows 11 Pro,3.2lb,2059.99
HP,Intel Core i7 14-Core (13th Gen),Intel Iris Xe Graphics,16GB,16 Inches,1920 x 1200,512GB M.2 PCIe SSD,Windows 11 Pro,3.88lb,1575.02
HP,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,3.2 lb,1966.32
HP,Intel Core i5 13th Gen i5-1335U Deca-core (10 Core),Intel Iris Xe Graphics 7Z4N4UT#ABA,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,3.92 lb,1118.49
HP,Intel Core i5 13th Gen i5-1335U Deca-core (10 Core),Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,3.92 lb,949.99
HP,Intel Core i7 13th Gen 1365U (1.8 GHz) ,NVIDIA T550,16 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,3.88 lb / 1.76 kg,2155.01
HP,Intel Core i7 13th Gen 1365U (1.8 GHz) ,NVIDIA T550,32 GB,16 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,3.79 lb,1673.85
HP,Intel Core i7 10-Core (13th Gen),NVIDIA RTX A500,32 GB,16 Inches,2880 x 1800,1 TB SSD,Windows 11 Pro,,2455.99
HP,Intel Core i7 13th Gen (14 Core),Intel Iris Xe Graphics,32 GB,16 Inches,2880 x 1800,1 TB SSD,Windows 11 Pro,,2529.0
HP,Intel Core i7 10-Core (13th Gen),NVIDIA RTX A500,32 GB,16 Inches,2880 x 1800,1 TB SSD,Windows 11 Pro,3.88 lb,2299.99
HP,Intel Core i7 13th Gen (10 Core),NVIDIA RTX A500,32 GB,14 Inches,2560 x 1600,1 TB SSD,Windows 11 Pro,3.2 lb,2435.6
HP,Intel Core i7-1355U 10-Core (13th Gen),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB PCIe M.2 SSD,Windows 11 Pro (64-Bit),3.03 lb,1043.62
HP,Intel Core i5-1335U 10-Core (13th Gen),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,512GB PCIe M.2 SSD,Windows 11 Pro (64-Bit),2.59 lb,1839.0
HP,Intel Core i7 13th Gen 1355U (1.7 GHz/5.0 Ghz Boost),Intel Iris Xe Graphics,16 GB,13.5 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,2 - 2.9 lbs.,1400.11
HP,Intel Core i7 13th Gen 1355U (1.7 GHz/5.0 Ghz Boost),Intel Iris Xe Graphics,16 GB,13.5 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,2 - 2.9 lbs.,1494.59
HP,Intel Core i7 13th Gen 1365U (1.8 GHz/5.2 Ghz Boost),Intel Iris Xe Graphics,16 GB,13.5 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,2 - 2.9 lbs.,2279.0
HP,Intel Core i7 13th Gen 1365U (1.8 GHz/5.2 Ghz Boost),Intel Iris Xe Graphics,16 GB,13.5 Inches,1920 x 1280,512 GB SSD,Windows 11 Pro,2 - 2.9 lbs.,2134.99
MSI,AMD Ryzen 7 7735HS,NVIDIA GeForce RTX 4060,32GB,17.3 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,5.95 lbs.,1499.0
MSI,Intel Core i9-13980HX,NVIDIA GeForce RTX 4080,32GB,17.0 Inches,2560 x 1600,1TB PCIe SSD,Windows 11 Home,6.83 lbs.,2549.99
Acer,Intel Core i5-12500H,NVIDIA GeForce RTX 4050,16GB,15.6 Inches,1920 x 1080,512 GB PCIe SSD,Windows 11 Home,5.51 lbs.,799.99
ASUS,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4070,16GB DDR5,17.3 Inches,1920 x 1080,1TB PCIe SSD,Windows 11,6.17 lbs.,2199.99
ASUS,Intel Core i5-12500H,GeForce RTX 3050,16GB,17.3 Inches,1920 x 1080,512GB PCIe SSD,Windows 11,5.73 lbs.,914.99
ASUS,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4080,32GB DDR5,16 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,5.89 lbs.,3499.99
ASUS,Intel Core i9-13980HX,NVIDIA GeForce RTX 4070,32GB DDR5,16 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,5.51 lbs.,2118.99
ASUS,Intel Core i9-13900H Processor,NVIDIA GeForce RTX 4050,16GB LPDDR5,13.4 Inches,1920 x 1080,1TB PCIe SSD,Windows 11,2.60 lbs.,1736.99
ASUS,Intel Core i9-13980HX,NVIDIA GeForce RTX 4060,16GB DDR5,16 Inches,1920 x 1200,1TB PCIe SSD,Windows 11,5.51 lbs.,1649.99
ASUS,Intel Core i5-11400H,GeForce RTX 3050,8GB DDR4 RAM,15.6 Inches,1920 x 1080,512GB PCIe NVMe M.2 SSD,Windows 11 Home,5.07 lbs.,757.99
Acer,Intel Core i7 12700H (2.30GHz),NVIDIA GeForce RTX 3070,16GB,15.6 Inches,2560 x 1440,1TB PCIe SSD,Windows 11 Home,5.73 lbs.,1029.99
ASUS,AMD Ryzen 7 6800HS,NVIDIA GeForce RTX 3050,16GB DDR5,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11,4.63 lbs.,949.99
ASUS,AMD Ryzen 7 7735HS,NVIDIA GeForce RTX 4060,16 GB,17.3 Inches,1920 x 1080,1 TB PCIe SSD,Windows 11 Home,5.73 lbs.,1499.99
ASUS,Intel Core i9-13980HX,NVIDIA GeForce RTX 4090,32GB,13.3 Inches,1920 x 1080,2TB PCIe 4x4 RAID 0,Windows 11 Pro,5.51 lbs.,3598.99
ASUS,AMD Ryzen 7 6800H Processor, AMD Radeon Graphics,16GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 11 Home,5.51 lbs.,1144.99
ASUS,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4090,32GB DDR5,16 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,5.89 lbs.,3999.99
MSI,Intel Core i5-12450H,NVIDIA GeForce RTX 4050,8 GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,512 GB NVMe SSD,Windows 11 Home,4.10 lbs.,731.0
ASUS,AMD Ryzen 9 7945HX3D,NVIDIA GeForce RTX 4090,32GB DDR5,17.3 Inches,1920 x 1080,2TB PCIe SSD,Windows 11 Pro,6.61 lbs.,3699.99
MSI,Intel Core i7-12700H (Up to 4.70 GHz),NVIDIA GeForce RTX 3080 Ti,32GB,17.3 Inches,2560 x 1440,1TB NVMe SSD,Windows 11 Home,6.39 lbs.,3641.99
ASUS,AMD Ryzen 7 7735HS,GeForce RTX 4050,16GB DDR5,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11,4.85 lbs.,1144.99
MSI,Intel Core i9-13950HX,NVIDIA GeForce RTX 4080,16GB,16 Inches,1920 x 1200,1TB PCIe SSD,Windows 11 Home,5.89 lbs.,2099.0
MSI,Intel Core i5-12450H (2.00GHz),NVIDIA GeForce RTX 2050,16GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,4.37 lbs.,787.99
ASUS,Intel Core i5-12500H,GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11,4.85 lbs.,892.99
MSI,Intel Core i9 13th Gen 13900H (2.60GHz),NVIDIA GeForce RTX 4070,64GB,16.0 Inches,3840 x 2400,2TB NVMe SSD,Windows 11 Pro 64-bit,4.14 lbs.,2899.0
MSI,Intel Core i9-13980HX,NVIDIA GeForce RTX 4070,32 GB,16.0 Inches,2560 x 1600,2 TB PCIe SSD,Windows 11 Pro 64-bit,5.95 lbs.,2499.0
MSI,Intel Core i9 13th Gen 13900H (2.60GHz),NVIDIA GeForce RTX 4090,64GB,17.3 Inches,2560 x 1440,2TB NVMe SSD,Windows 11 Pro 64-bit,6.17 lbs.,4129.99
MSI,Intel Core i9 13th Gen 13900H (2.60GHz),NVIDIA GeForce RTX 4070,32GB,17.3 Inches,2560 x 1440,1TB PCIe SSD,Windows 11 Home,5.95 lbs.,1907.69
MSI,Intel Core i7 13th Gen 13620H (2.40GHz),NVIDIA GeForce RTX 4070,16GB,17.3 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Home,5.95 lbs.,1407.69
MSI,Intel Core i7 12th Gen 12650H (2.30GHz),NVIDIA GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,512 GB PCIe SSD,Windows 11 Home,4.10 lbs.,899.0
MSI,Intel Core i9 13th Gen 13900H (2.60GHz),NVIDIA GeForce RTX 4070,32 GB DDR5,15.6 Inches,1920 x 1080 IPS-Level Panel,1 TB PCIe SSD,Windows 11 Home,4.96 lbs.,1899.0
Acer,Intel Core i7 12700H (2.30GHz),NVIDIA GeForce RTX 3060,16GB,16 Inches,2560 x 1600,512 GB NVMe SSD,Windows 11 Home,5.29 lbs.,1677.99
ASUS,AMD Ryzen 9 6900HX,NVIDIA GeForce RTX 3080 Ti,32GB DDR5,16 Inches,2560 x 1600,2TB SSD,Windows 11 Pro,5.73 lbs.,3999.99
MSI,Intel Core i7-12700H (2.30GHz),NVIDIA GeForce RTX 3060,16GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,512 GB PCIe SSD,Windows 11 Home,4.96 lbs.,899.0
MSI,Intel Core i7 12th Gen 12650H (2.30GHz),NVIDIA GeForce RTX 3050,32GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,1TB PCIe SSD,Windows 11 Home,4.10 lbs.,999.0
Corsair,AMD Ryzen 9 6900HS,AMD Radeon RX 6800M,32 GB DDR5,16.0 Inches,2560 x 1600,2 TB PCIe SSD,Windows 11 Home,5.29 lbs.,2207.99
Acer,Intel Core i9-13900HX,NVIDIA GeForce RTX 4070,16GB,16 Inches,2560 x 1600,1TB PCIe SSD,Windows 11 Home,5.73 lbs.,1899.99
ASUS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3060,16GB,16 Inches,1920 x 1200,1TB SSD,Windows 11 Home,5.51 lbs.,1991.0
Aorus,Intel Core i7 13th Gen 13700H (2.40GHz),NVIDIA GeForce RTX 4070,8 GB,15.6 Inches,2560 x 1440,1 TB SSD,Windows 11 Home,4.96 lbs.,1599.99
MSI,Intel Core i7 11th Gen 11800H (2.30GHz),NVIDIA GeForce RTX 3050 Ti,16GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,512 GB PCIe SSD,Windows 10 Home,4.63 lbs,899.0
GIGABYTE,Intel Core i7 13th Gen 13700H (2.40GHz),NVIDIA GeForce RTX 4070,16GB,16 Inches,3840 x 2400,1TB Gen4 SSD,Windows 11 Home,4.63 lbs.,1979.99
MSI,Intel Core i9 13th Gen 13900H (2.60GHz),NVIDIA GeForce RTX 4070,16GB,17.3 Inches,2560 x 1440,1TB NVMe SSD,Windows 11 Pro,6.17 lbs.,2199.0
MSI,Intel Core i9-13980HX,NVIDIA GeForce RTX,32GB,16.0 Inches,2560 x 1600,1TB PCIe SSD,Windows 11 Home,5.95 lbs.,3499.0
Acer,AMD Ryzen 7 7840HS,NVIDIA GeForce RTX 4060,16 GB,16 Inches,1920 x 1200,512 GB PCIe SSD,Windows 11 Home,5.95 lbs.,1049.99
Acer,Intel Core i7 13th Gen 13700H (2.40GHz),NVIDIA GeForce RTX 4050,16GB,14.0 Inches,1920 x 1200,512 GB PCIe SSD,Windows 11 Home,3.75 lbs.,1470.99
MSI,Intel Core i9-12900H,NVIDIA GeForce RTX 3060,16GB,17.3 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Home,6.39 lbs.,1449.0
MSI,Intel Core i7 11th Gen 11800H (2.30GHz),NVIDIA GeForce RTX 3050 Ti,8GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,512 GB NVMe SSD,Windows 11 Home,4.63 lbs.,969.0
Razer,Intel Core i9-13950HX,NVIDIA GeForce RTX,32 GB,18.0 Inches,2560 x 1600,2 TB SSD,Windows 11 Home,6.75 lbs.,4499.99
MSI,AMD Ryzen 7 7840HS,AMD Radeon RX 6550M,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,4.96 lbs.,1049.99
ASUS,Intel Core i9-12900H,NVIDIA GeForce RTX 3050 Ti,16GB,13.4 Inches,3840 x 2400,1TB SSD,Windows 11 Pro,2.60 lbs.,3451.99
Razer,Intel Core i9-13950HX,NVIDIA GeForce RTX 4080,32 GB DDR5,18.0 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,6.75 lbs.,3799.99
Aorus,Intel Core i7 13th Gen 13700H (2.40GHz),NVIDIA GeForce RTX 4060,8 GB,15.6 Inches,2560 x 1440,1 TB SSD,Windows 11 Home,4.96 lbs.,1399.99
MSI,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4070,32GB,17.3 Inches,2560 x 1440,2TB PCIe SSD,Windows 11 Pro,6.17 lbs.,2299.0
MSI,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4060,32GB,17.3 Inches,2560 x 1440,1TB PCIe SSD,Windows 11 Home,6.17 lbs.,1849.0
GIGABYTE,Intel Core i5-12500H,NVIDIA GeForce RTX 40 Series,8GB,"15.6"" FHD 1920x1080",360Hz,512GB SSD,Windows 11 Home,4.96 lbs.,1029.99
MSI,Intel Core i7 12th Gen 1260P (2.10GHz),NVIDIA GeForce RTX 3050,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,4.64 lbs.,899.0
ASUS,Intel Core i7-12700H Processor,Intel Iris Xe Graphics,32GB,14.5 Inches,2.8K,1TB SSD,Windows 11 Home,3.86 lbs.,2054.99
MSI,Intel Core i7 11th Gen 11800H (2.30GHz),NVIDIA GeForce RTX 3050,32GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,1TB NVMe SSD,Windows 11 Home,4.10 lbs.,1000.99
Acer,Intel Core i5 11th Gen 1135G7 (2.40GHz) ,Intel Iris Xe Graphics ,8GB,15.6 Inches,1920 x 1080,128GB SSD,Chrome OS,,527.99
