Brand,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,16GB,13.3 Inches,1920 x 1080,256GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,939.99
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,8GB,13.3 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,1099.99
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,8GB,13.3 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,929.99
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,8GB,13.3 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,3 - 3.9 lbs.,989.99
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,16GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Pro,None,468.0
Dell,Intel Core i7-1195G7,Intel Iris Xe Graphics,16gb,14 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1049.99
Lenovo,Intel Core i5-13420H,NVIDIA GeForce RTX 3050,8GB,15.6 Inches,FHD,1TB SSD,Windows 10 Home,None,779.0
HP,Intel Core i3-1115G4,Intel UHD Graphics,16GB,17.3 Inches,1600 x 900,1TB SSD,Windows 11 Home,None,633.69
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,128GB SSD,Windows 10 Pro,3 - 3.9 lbs.,649.99
Gigabyte,Intel Core i7-12700H,NVIDIA RTX 3070 Ti,16GB,15.6 Inches,2560 x 1440,2x1TB PCIe NVMe SSD (2TB available storage),Windows 11 Home,None,2999.0
Lenovo,Intel Core i7-1255U,Intel HD Graphics 620,24GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,1199.99
Alienware,Intel Core i7,Nvidia RTX3070,16GB,15.6 Inches,1920 x 1080,512GB Solid State Drive,Windows 10 Home,None,1999.0
HP,Intel Core i3-1115G4,Intel UHD Graphics,8GB,17.3 Inches,1600x900,256GB SSD,Windows 10 Home,None,499.69
HP,"Intel Pentium Silver N5000 (Base Clock 1.1GHz, Max Boost Clock Up to 2.7GHz, 4MB Cache, 4 Threads)",Intel UHD Graphics 605,4GB,15.6 Inches,1366 x 768,128GB SSD,Windows 10 in S mode,None,369.99
HP,"Intel Core i5-1135G7 (Base 2.4 GHz, up to 4.2 GHz, 8 MB L3 cache, 4 cores) which delivers instant responsiveness and best-in-class connectivity.  ",,,,,,,3 - 3.9 lbs.,699.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,8GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,639.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,256GB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,629.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,729.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,1TB PCIe SSD,Windows 11,5 - 5.9 lbs.,688.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,512GB PCIe SSD,Windows 11,5 - 5.9 lbs.,658.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores)",Intel Iris Xe Graphics,8GB,"14"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC",1920 x 1080,512GB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,799.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,759.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,512GB PCIe SSD,Windows 10 Pro,5 - 5.9 lbs.,688.79
HP,"Intel Core i5-1135G7 (Base 2.4 GHz, up to 4.2 GHz, 8 MB L3 cache, 4 cores) which delivers instant responsiveness and best-in-class connectivity.  ",,,,,,,3 - 3.9 lbs.,629.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,1TB PCIe SSD,Windows 10,5 - 5.9 lbs.,688.79
HP,"Intel Core i5-1135G7 (Base 2.4 GHz, up to 4.2 GHz, 8 MB L3 cache, 4 cores) which delivers instant responsiveness and best-in-class connectivity.  ",,,,,,,3 - 3.9 lbs.,679.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,729.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,648.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,256GB PCIe SSD,Windows 11 Home,3 - 3.9 lbs.,619.79
HP,Intel i5-1135G7,Intel Iris Xe,16GB,15.6 Inches,1920x1080,256GB PCIe NVMe SSD,Windows 10 Pro,None,659.99
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,669.79
HP,"Intel Core i5-1135G7 (Base 2.4 GHz, up to 4.2 GHz, 8 MB L3 cache, 4 cores) which delivers instant responsiveness and best-in-class connectivity.  ",,,,,,,3 - 3.9 lbs.,568.79
HP,11th Gen Intel Core i3-1115G4 (Beats i5-8265U),Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,None,439.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,512GB PCIe SSD,Windows 11,5 - 5.9 lbs.,658.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,32GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,688.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,8GB,15.6 Inches,1366 x 768,512GB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,599.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,32GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 11,3 - 3.9 lbs.,699.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,1TB PCIe SSD,Windows 10 Pro,5 - 5.9 lbs.,688.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,649.79
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,666.99
HP,Intel Core i5-1135G7 Processor,Intel Iris Xe Graphics,12GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,499.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,12GB,15.6 Inches,1366 x 768,256GB PCIe SSD,Windows 11 Home,3 - 3.9 lbs.,545.49
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,639.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,649.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,1TB PCIe SSD,Windows 10 Pro,5 - 5.9 lbs.,659.79
HP,Intel Core i5-1135G7,Intel Iris Xe,16GB,15.6 Inches,1920x1080,512GB PCIe NVMe SSD,Windows 11 Pro,None,699.99
HP,Intel Core i5 10-core Processor,Intel Iris Xe Graphics,8GB,"14.0-inch diagonal, FHD (1920 x 1080), Multitouch-enabled, IPS, Edge-to-edge glass, Microedge Display",,,,3 - 3.9 lbs.,639.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,2TB PCIe SSD,Windows 10,3 - 3.9 lbs.,799.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,3 - 3.9 lbs.,619.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 10,3 - 3.9 lbs.,619.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,32GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,699.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512GB PCIe SSD,Windows 10,3 - 3.9 lbs.,639.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,512GB PCIe SSD,Windows 11,5 - 5.9 lbs.,688.79
HP,Intel Core i5-1135G7,Intel Iris Xe,32GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 11 Pro,None,699.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,729.79
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,15.6 Inches,1920x1080,256GB PCIe NVMe SSD,Windows 10 Pro,None,599.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,1TB PCIe SSD,Windows 11 Pro,5 - 5.9 lbs.,688.79
HP,Intel Core i5-1135G7,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 10 Pro,None,659.99
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,699.79
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,15.6 Inches,1366 x 768,512GB SSD,Windows 11 Home,None,529.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,679.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,256GB PCIe SSD,Windows 10,3 - 3.9 lbs.,639.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,256GB PCIe SSD,Windows 10,5 - 5.9 lbs.,588.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,649.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,1TB PCIe SSD,Windows 10,3 - 3.9 lbs.,679.79
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 10 Home,None,589.99
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores)",Intel Iris Xe Graphics,8GB,"14"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC",1920 x 1080,256GB PCIe SSD,Windows 10 Home,3 - 3.9 lbs.,793.5
HP,Intel Core i5-1135G7 Processor,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,678.49
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 10 Home,None,599.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8 GB,17 Inches,1920 x 1080,256 GB PCIe NVMe SSD,Windows 11 Home,4 - 4.9 lbs.,672.69
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,512GB PCIe SSD,Windows 10,5 - 5.9 lbs.,627.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,256GB PCIe SSD,Windows 11 Home,3 - 3.9 lbs.,619.79
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,15.6 Inches,1366 x 768,512GB PCIe NVMe SSD,Windows 11 Pro,None,579.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,256GB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,639.79
HP,Intel Core i5-1035G1,Intel UHD Graphics,8GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,638.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,639.79
HP,Intel Core i5 10-core Processor,Intel Iris Xe Graphics,8GB,"14.0-inch diagonal, FHD (1920 x 1080), Multitouch-enabled, IPS, Edge-to-edge glass, Microedge Display",,,,3 - 3.9 lbs.,679.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11,3 - 3.9 lbs.,649.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores)",Intel Iris Xe Graphics,8GB,"14"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC",1920 x 1080,1TB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,836.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,512GB PCIe SSD,Windows 11 Pro,5 - 5.9 lbs.,688.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,639.79
HP,Intel Core i5 10-core Processor,Intel Iris Xe Graphics,8GB DDR4,"14.0-inch diagonal, FHD (1920 x 1080), Multitouch-enabled, IPS, Edge-to-edge glass, Microedge Display",,,,3 - 3.9 lbs.,639.79
HP,Intel 10-Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,747.5
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,512GB PCIe SSD,Windows 10 Pro,5 - 5.9 lbs.,627.79
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,512GB PCIe NVMe SSD,Windows 10 Pro,None,649.99
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,639.99
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,679.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,1TB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,679.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,759.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,689.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,17.3 Inches,1920 x 1080,256GB PCIe SSD,Windows 10 Home,5 - 5.9 lbs.,779.99
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,32GB,15.6 Inches,1366 x 768,512GB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,699.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,256GB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,629.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,2TB PCIe SSD,Windows 10,3 - 3.9 lbs.,799.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,3 - 3.9 lbs.,619.79
HP,Intel Core i5 10-core Processor,Intel Iris Xe Graphics,8GB,"14.0-inch diagonal, FHD (1920 x 1080), Multitouch-enabled, IPS, Edge-to-edge glass, Microedge Display",,,,3 - 3.9 lbs.,639.79
HP,Intel Core i5 10-core Processor,Intel Iris Xe Graphics,8GB,"14.0-inch diagonal, FHD (1920 x 1080), Multitouch-enabled, IPS, Edge-to-edge glass, Microedge Display",,,,3 - 3.9 lbs.,639.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,2TB PCIe SSD,Windows 11 Home,3 - 3.9 lbs.,799.79
HP,Intel Core i5-1135G7 Processor,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,599.99
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11,3 - 3.9 lbs.,689.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,699.79
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,2TB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,799.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe SSD,Windows 10,3 - 3.9 lbs.,579.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB DDR4,"17.3"" HD+ (1600 x 900) Display",1600 x 900,1TB PCIe SSD,Windows 10,5 - 5.9 lbs.,711.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,32GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 10,3 - 3.9 lbs.,699.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8 GB,17 Inches,1920 x 1080,256 GB PCIe NVMe SSD,Windows 11 Home,4 - 4.9 lbs.,672.69
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,32GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 11 Pro,3 - 3.9 lbs.,699.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,32GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,688.79
HP,"Intel Core i5-1135G7 (Base 2.4 GHz, up to 4.2 GHz, 8 MB L3 cache, 4 cores) which delivers instant responsiveness and best-in-class connectivity.  ",,,,,,,3 - 3.9 lbs.,568.79
HP,Intel Core i5-1135G4,Intel Iris Xe Graphics,8GB,15.6 Inches,1366 x 768,512GB PCIe SSD,Windows 10 Pro,3 - 3.9 lbs.,599.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,"17.3"" HD+ (1600 x 900) Display",1600 x 900,512GB PCIe SSD,Windows 11,5 - 5.9 lbs.,658.79
HP,11th Gen Intel Core i3-1115G4 (Beats i5-8265U),Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,None,439.79
HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) ",,,,,,,3 - 3.9 lbs.,649.79
ASUS,Intel Core i3-1005G1,Intel HD Graphics,4GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,409.99
ASUS,Intel Core i7-12700H,GeForce RTX 3060 6GB GDDR6 Dual (Integrated+Dedicated) Graphics,16GB,15.6 Inches,4K Ultra HD (3840x2160) 60Hz Touchscreen OLED Display,4TB PCIe NVMe SSD,Windows 11 Pro,None,2614.99
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,16GB,15.6 Inches,1366 x 768,512GB PCIe NVMe M.2 SSD,Windows 11 Home,None,480.0
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Home,None,425.0
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,32GB,15.6 Inches,1366 x 768,1TB SSD,Windows 11 Home,None,539.0
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Home,None,459.0
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,32GB,15.6 Inches,1366 x 768,512GB PCIe NVMe M.2 SSD,Windows 11 Home,None,546.0
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,12GB,14 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,914.99
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,20GB,14 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,959.99
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,20GB,14 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3 - 3.9 lbs.,849.99
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,729.99
Lenovo,Intel Celeron N4020 Dual-core (2 Core) 1.10 GHz,Intel UHD Graphics 600,4 GB,14 Inches,1920 x 1080,128 GB SSD,Windows 10 Home,None,268.0
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Pro,None,442.0
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Pro,None,450.0
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,16GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Pro,None,474.69
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,32GB,15.6 Inches,1366 x 768,512GB PCIe NVMe M.2 SSD,Windows 11 Pro,None,556.0
HP,Intel 12th Generation Core i3-1215U,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Pro,None,451.79
HP,AMD A4-9120 (2.20GHz),AMD Radeon R3 Series,4GB,14.0 Inches,1366 x 768,32 GB eMMC SSD,Chrome OS,None,399.99
ASUS,AMD Ryzen 7,NVIDIA GeForce MX450,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,549.99
LG,Intel Core i7-1360P,Intel Iris Xe,32GB,17.0 Inches,2560 x 1600,2x512GB PCIe NVMe SSD,Windows 10 Pro,None,2154.99
HP,Intel Core i7-1165G7,Intel Iris Xe graphics,12GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,886.78
HP,Intel Core i3-1115G4,Intel UHD Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,545.79
HP,Intel Core i3-1005G1 Processor,Intel UHD Graphics,4 GB,15.6 Inches,1366 x 768,128 GB SSD,Windows 10 Home,None,499.78
HP,Intel Core i3-1115G4,Intel UHD Graphics,32GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 11,3 - 3.9 lbs.,549.79
HP,"Intel Core i3-1005G1 (1.2 GHz base frequency up to 3.4 GHz, 4 MB cache, 2 cores)",Intel UHD Graphics,12GB DDR4 memory,15.6 Inches,1366 x 768,256GB SSD,Windows 10 Home,None,599.99
HP,Intel Core i3-1115G4,Intel UHD Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,3 - 3.9 lbs.,599.79
HP,Intel 13th Generation Core i7 Evo Platform 1355U,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,None,1026.79
HP,Intel 13th Generation Core i7 Evo Platform 1355U,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,None,936.79
HP,Intel 13th Generation Core i7 Evo Platform 1355U,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,None,966.79
